,blockid,addrptid,strctid,x,y,huestimate,residential
1293,410079509005052,41007022152001001S001001A,41007022152001001S,-123.924057007,46.0007209778,1,1
1294,410079509005052,41007022155001001S001001A,41007022155001001S,-123.923942566,46.0007209778,1,1
1295,410079509005052,41007022156001001S001001A,41007022156001001S,-123.923744202,46.0007209778,1,1
1296,410079509005011,41007022157001001S001001A,41007022157001001S,-123.927238464,46.0007362366,1,1
1297,410079509005011,41007022163001001S001001A,41007022163001001S,-123.926971436,46.000705719,1,1
1298,410079509005011,41007022164001001S001001A,41007022164001001S,-123.927238464,46.0007019043,1,1
1299,410079509005011,41007022165001001S001001A,41007022165001001S,-123.92729187,46.0006828308,1,1
1300,410079509005011,41007022169001001S001001A,41007022169001001S,-123.927238464,46.000667572,1,1
1301,410079511001251,41007022170001001S001001A,41007022170001001S,-123.909362793,46.000415802,1,1
1302,410079509005011,41007022171001001S001001A,41007022171001001S,-123.926971436,46.0006599426,1,1
1303,410079509005011,41007022172001001S001001A,41007022172001001S,-123.925216675,46.0006523132,1,1
1304,410079509005011,41007022174001001S001001A,41007022174001001S,-123.927268982,46.0006103516,1,1
1305,410079509005011,41007022176001001S001001A,41007022176001001S,-123.927154541,46.0006217957,1,1
1306,410079509005011,41007022177001001S001001A,41007022177001001S,-123.927238464,46.0006332397,1,1
1307,410079509002006,41007022179001001S002001A,41007022179001001S,-123.920402527,46.0006980896,2,1
1309,410079509002006,41007022180001001S001001A,41007022180001001S,-123.920120239,46.0006980896,1,1
1310,410079509002006,41007022181001001S001001A,41007022181001001S,-123.919921875,46.0006980896,1,1
1311,410079509002006,41007022182001001S001001A,41007022182001001S,-123.919723511,46.0007019043,1,1
1312,410079509002006,41007022183001001S001001A,41007022183001001S,-123.919525146,46.0007019043,1,1
1313,410079509002006,41007022185001001S001001A,41007022185001001S,-123.919334412,46.0007019043,1,1
1314,410079509002006,41007022187001001S002001A,41007022187001001S,-123.91910553,46.0007019043,2,1
1316,410079509005011,41007022189001001S001001A,41007022189001001S,-123.927322388,46.0005226135,1,1
1317,410079509002006,41007022190001001S003001A,41007022190001001S,-123.918861389,46.0007133484,3,1
1320,410079509002007,41007022191001001S001001A,41007022191001001S,-123.918533325,46.0007019043,1,1
1321,410079509005011,41007022192001001S001001A,41007022192001001S,-123.9270401,46.0004501343,1,1
1322,410079509005011,41007022193001001S001001A,41007022193001001S,-123.926940918,46.0004501343,1,1
1323,410079509002007,41007022194001001S002001A,41007022194001001S,-123.918052673,46.000705719,2,1
1325,410079509005011,41007022195001001S001001A,41007022195001001S,-123.926795959,46.0004501343,1,1
1326,410079509005011,41007022197001001S001001A,41007022197001001S,-123.926597595,46.0004501343,1,1
1327,410079509005011,41007022198001001S001001A,41007022198001001S,-123.926399231,46.0004501343,1,1
1328,410079509005011,41007022199001001S001001A,41007022199001001S,-123.926200867,46.0004501343,1,1
1329,410079509005011,41007022201001001S001001A,41007022201001001S,-123.926010132,46.0004501343,1,1
1330,410079509005011,41007022202001001S001001A,41007022202001001S,-123.925811768,46.0004501343,1,1
1331,410079509005011,41007022203001001S001001A,41007022203001001S,-123.925613403,46.0004463196,1,1
1332,410079509005011,41007022204001001S001001A,41007022204001001S,-123.925415039,46.0004463196,1,1
1333,410079509005011,41007022205001001S001001A,41007022205001001S,-123.925216675,46.0004463196,1,1
1334,410079509005052,41007022206001001S001001A,41007022206001001S,-123.92490387,46.0004463196,1,1
1335,410079509005052,41007022207001001S003001A,41007022207001001S,-123.924705505,46.0004463196,3,1
1338,410079509005052,41007022208001001S001001A,41007022208001001S,-123.924514771,46.0004463196,1,1
1339,410079509005052,41007022210001001S001001A,41007022210001001S,-123.924316406,46.0004463196,1,1
1340,410079509002001,41007022212001001S001001A,41007022212001001S,-123.913970947,46.0007896423,1,1
1341,410079509005052,41007022213001001S001001A,41007022213001001S,-123.924118042,46.0004463196,1,1
1342,410079509005052,41007022214001001S001001A,41007022214001001S,-123.923820496,46.0004463196,1,1
1343,410079509005011,41007022217001001S001001A,41007022217001001S,-123.927322388,46.0003852844,1,1
1344,410079509002038,41007022224002001S001001A,41007022224002001S,-123.912834167,46.0006942749,1,1
1345,410079509002038,41007022224002002S001001A,41007022224002002S,-123.912834167,46.0006942749,1,1
1346,410079509002038,41007022228001001S001001A,41007022228001001S,-123.912239075,46.0007629395,1,1
1347,410079509002006,41007022230001001S001001A,41007022230001001S,-123.920310974,46.0004234314,1,1
1348,410079509002006,41007022231001001S002001A,41007022231001001S,-123.920120239,46.0004234314,2,1
1350,410079509002006,41007022232001001S001001A,41007022232001001S,-123.919921875,46.0004234314,1,1
1351,410079509002006,41007022237001001S001001A,41007022237001001S,-123.919525146,46.0004272461,1,1
1352,410079509002006,41007022243001001S001001A,41007022243001001S,-123.919334412,46.0004272461,1,1
1353,410079509002006,41007022245001001S002001A,41007022245001001S,-123.919136047,46.0004272461,2,1
1355,410079509002006,41007022246001001S001001A,41007022246001001S,-123.918937683,46.0004386902,1,1
1356,410079509002007,41007022247001001S003001A,41007022247001001S,-123.918586731,46.0005264282,3,1
1359,410079509002001,41007022249001001S001001A,41007022249001001S,-123.913986206,46.0006256104,1,1
1360,410079509005013,41007022260001001S001001A,41007022260001001S,-123.927558899,46.0000953674,1,1
1361,410079509002007,41007022261001001S003001A,41007022261001001S,-123.91860199,46.0003852844,3,1
1364,410079509005013,41007022262001001S007001A,41007022262001001S,-123.927268982,46.0000953674,7,1
1371,410079509002007,41007022264001001S001001A,41007022264001001S,-123.918167114,46.0003929138,1,1
1372,410079509005013,41007022265001001S001001A,41007022265001001S,-123.926994324,46.0000915527,1,1
1373,410079509005013,41007022266001001S001001A,41007022266001001S,-123.926795959,46.0000915527,1,1
1374,410079509002007,41007022267001001S001001A,41007022267001001S,-123.917861938,46.0003967285,1,1
1375,410079509005013,41007022268001001S001001A,41007022268001001S,-123.926597595,46.0000915527,1,1
1376,410079509005013,41007022269001001S001001A,41007022269001001S,-123.926399231,46.0000915527,1,1
1377,410079509005013,41007022270001001S001001A,41007022270001001S,-123.926208496,46.0000915527,1,1
1378,410079509005013,41007022274001001S001001A,41007022274001001S,-123.926010132,46.0000915527,1,1
1379,410079509005013,41007022276001001S001001A,41007022276001001S,-123.925811768,46.0000915527,1,1
1380,410079509005013,41007022277001001S001001A,41007022277001001S,-123.925613403,46.0000915527,1,1
1381,410079509005013,41007022278001001S001001A,41007022278001001S,-123.925468445,46.0000915527,1,1
1382,410079509005013,41007022279001001S001001A,41007022279001001S,-123.925369263,46.0000915527,1,1
1383,410079509005013,41007022280001001S001001A,41007022280001001S,-123.925224304,46.0001602173,1,1
1384,410079509005053,41007022284001001S001001A,41007022284001001S,-123.92490387,46.0000915527,1,1
1385,410079509005053,41007022290001001S002001A,41007022290001001S,-123.924713135,46.0000915527,2,1
1387,410079509002038,41007022291001001S001001A,41007022291001001S,-123.913452148,46.0004196167,1,1
1388,410079509005053,41007022292001001S001001A,41007022292001001S,-123.924514771,46.0000915527,1,1
1389,410079509005053,41007022293001001S001001A,41007022293001001S,-123.924316406,46.0000915527,1,1
1390,410079509002036,41007022295001001S001001A,41007022295001001S,-123.912956238,46.0004196167,1,1
1391,410079509005053,41007022297001001S001001A,41007022297001001S,-123.924118042,46.000087738,1,1
1392,410079509002036,41007022298001001S001001A,41007022298001001S,-123.912765503,46.0004196167,1,1
1393,410079511001258,41007022299001001S001001A,41007022299001001S,-123.911521912,46.0004348755,1,1
1394,410079509005053,41007022300001001S001001A,41007022300001001S,-123.923919678,46.0001564026,1,1
1395,410079509002036,41007022301001001S001001A,41007022301001001S,-123.912567139,46.0004234314,1,1
1396,410079509005053,41007022302002001S001001A,41007022302002001S,-123.923843384,46.0000801086,1,1
1397,410079509005053,41007022302002002S001001A,41007022302002002S,-123.923812866,46.0000228882,1,1
1398,410079509005053,41007022307001001S001001A,41007022307001001S,-123.923377991,46.0001792908,1,1
1399,410079509002011,41007022319001001S015001A,41007022319001001S,-123.921409607,46.0001525879,15,1
1414,410079509005053,41007022320001001S001001A,41007022320001001S,-123.92339325,46.0001068115,1,1
1415,410079509005013,41007022321001001S001001A,41007022321001001S,-123.925224304,46.0000572205,1,1
1416,410079509002009,41007022322001001S001001A,41007022322001001S,-123.920509338,46.0001296997,1,1
1417,410079509002009,41007022323001001S002001A,41007022323001001S,-123.920310974,46.0000686646,2,1
1419,410079509002009,41007022324001001S003001A,41007022324001001S,-123.92011261,46.0000686646,3,1
1422,410079509002009,41007022325001001S002001A,41007022325001001S,-123.919921875,46.0000686646,2,1
1424,410079509002009,41007022326001001S001001A,41007022326001001S,-123.919723511,46.0000686646,1,1
1425,410079509002009,41007022327001001S002001A,41007022327001001S,-123.919525146,46.0000686646,2,1
1427,410079509005053,41007022328001001S001001A,41007022328001001S,-123.923408508,46.0000495911,1,1
1428,410079509002009,41007022330001001S003001A,41007022330001001S,-123.919326782,46.0000686646,3,1
1431,410079509002009,41007022331001001S001001A,41007022331001001S,-123.9190979,46.0000801086,1,1
1432,410079509005013,41007022332001001S001001A,41007022332001001S,-123.925224304,45.9999885559,1,1
1433,410079509002008,41007022333001001S001001A,41007022333001001S,-123.918701172,46.000087738,1,1
1434,410079509005013,41007022334001001S001001A,41007022334001001S,-123.926994324,45.9998207092,1,1
1435,410079509002008,41007022335001001S001001A,41007022335001001S,-123.918457031,46.0000915527,1,1
1436,410079509002008,41007022336001001S001001A,41007022336001001S,-123.918235779,46.0000915527,1,1
1437,410079509002008,41007022337001001S001001A,41007022337001001S,-123.917976379,46.0000991821,1,1
1438,410079509005013,41007022338001001S001001A,41007022338001001S,-123.926597595,45.9998168945,1,1
1439,410079509005013,41007022339002001S003001A,41007022339002001S,-123.927688599,45.9998817444,3,1
1442,410079509005013,41007022340001001S001001A,41007022340001001S,-123.926399231,45.9998168945,1,1
1443,410079509005013,41007022341001001S001001A,41007022341001001S,-123.926208496,45.9998168945,1,1
1444,410079509005053,41007022342001001S001001A,41007022342001001S,-123.923423767,45.9999885559,1,1
1445,410079509005013,41007022343001001S001001A,41007022343001001S,-123.926010132,45.9998168945,1,1
1446,410079509005013,41007022344001001S001001A,41007022344001001S,-123.925811768,45.9998168945,1,1
1447,410079509005013,41007022345001001S008001A,41007022345001001S,-123.925514221,45.9998168945,8,1
1455,410079509005013,41007022346001001S002001A,41007022346001001S,-123.925224304,45.9998931885,2,1
1457,410079509005053,41007022347001001S001001A,41007022347001001S,-123.92490387,45.9998168945,1,1
1458,410079509005013,41007022348001001S003001A,41007022348001001S,-123.927703857,45.9997673035,3,1
1461,410079509005053,41007022349001001S001001A,41007022349001001S,-123.924713135,45.9998168945,1,1
1462,410079509002011,41007022351001001S001001A,41007022351001001S,-123.921363831,45.9999465942,1,1
1463,410079509005013,41007022352001001S004001A,41007022352001001S,-123.927696228,45.9998130798,4,1
1467,410079509005053,41007022353001001S001001A,41007022353001001S,-123.924514771,45.9998168945,1,1
1468,410079509005053,41007022354001001S001001A,41007022354001001S,-123.924316406,45.9998168945,1,1
1469,410079509005053,41007022355001001S001001A,41007022355001001S,-123.924118042,45.9998168945,1,1
1470,410079509002009,41007022356001001S001001A,41007022356001001S,-123.920562744,45.9999847412,1,1
1471,410079509005053,41007022360001001S001001A,41007022360001001S,-123.923439026,45.999912262,1,1
1472,410079509002011,41007022362001001S001001A,41007022362001001S,-123.921539307,45.9997558594,1,1
1473,410079509002001,41007022364001001S002001A,41007022364001001S,-123.914054871,46.0000305176,2,1
1475,410079509005053,41007022365001001S001001A,41007022365001001S,-123.923454285,45.9998474121,1,1
1476,410079509005013,41007022366001001S001001A,41007022366001001S,-123.925224304,45.9997558594,1,1
1477,410079509002034,41007022368001001S002001A,41007022368001001S,-123.913192749,46.0000305176,2,1
1479,410079509002034,41007022370001001S001001A,41007022370001001S,-123.912994385,46.0000343323,1,1
1480,410079509002034,41007022373001001S001001A,41007022373001001S,-123.912796021,46.0000343323,1,1
1481,410079509002036,41007022374001001S001001A,41007022374001001S,-123.912605286,46.000038147,1,1
1482,410079509002009,41007022377002001S001001A,41007022377002001S,-123.920310974,45.9997940063,1,1
1483,410079509002009,41007022377002002S001001A,41007022377002002S,-123.920310974,45.9997940063,1,1
1484,410079509002008,41007022378001001S001001A,41007022378001001S,-123.918685913,45.9998970032,1,1
1485,410079509002009,41007022380001001S001001A,41007022380001001S,-123.920692444,45.9998474121,1,1
1486,410079509005053,41007022381001001S001001A,41007022381001001S,-123.923469543,45.9997940063,1,1
1487,410079509002009,41007022382001001S001001A,41007022382001001S,-123.92011261,45.9997940063,1,1
1488,410079511001250,41007022383001001S001001A,41007022383001001S,-123.911560059,46.0000228882,1,1
1489,410079509002009,41007022385001001S003001A,41007022385001001S,-123.919921875,45.9997940063,3,1
1492,410079509002008,41007022386001001S001001A,41007022386001001S,-123.918174744,45.9999084473,1,1
1493,410079509002009,41007022387001001S001001A,41007022387001001S,-123.919723511,45.9997940063,1,1
1494,410079509002009,41007022388001001S001001A,41007022388001001S,-123.919471741,45.9997940063,1,1
1495,410079509002009,41007022389001001S002001A,41007022389001001S,-123.919189453,45.9998054504,2,1
1497,410079509005053,41007022391001001S001001A,41007022391001001S,-123.923492432,45.9997215271,1,1
1498,410079509005018,41007022393001001S003001A,41007022393001001S,-123.927894592,45.9994621277,3,1
1501,410079511001033,41007022394003001S002001A,41007022394003001S,-123.907333374,45.9989891052,2,1
1503,410079511001033,41007022394003002S002001A,41007022394003002S,-123.907333374,45.9989891052,2,1
1505,410079511001033,41007022394003003S002001A,41007022394003003S,-123.907333374,45.9989891052,2,1
1507,410079509005018,41007022395001001S001001A,41007022395001001S,-123.927703857,45.9994621277,1,1
1508,410079509005018,41007022396001001S001001A,41007022396001001S,-123.927505493,45.9994621277,1,1
1509,410079509005018,41007022397001001S001001A,41007022397001001S,-123.927307129,45.9994621277,1,1
